Form,Section,Variable,Type,Question,Answer Options,Validation,Minimum,Maximum,List,Skip Logic,Body System,Definition,Completion Guideline,Standardized Term Codelist,Standardized Term Code,Metathesaurus,Identifier,Research Category,preset_Disease_Covid,preset_Disease_Dengue,preset_Disease_Mpox,preset_Disease_H5Nx,preset_Score_CharlsonCI,preset_Score_SOFA
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_hypoglycem,radio,Hypoglycaemia,"1, Yes | 0, No | 99, Unknown",,,,,,Systemic/General,"This refers to abnormally low level of glucose in the blood. For adults, is defined as an abnormally low level of glucose in the blood, a blood glucose level that is consistently below 70mg/dL or 4 mmol/L. For children, is defined as a blood glucose level below 3 mmol/L.","Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",SNOMED,"302866003, Hypoglycaemia","C0858246, Hypoglycaemia",,clinical_features,1,,1,,,
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_shock,radio,Shock ,"1, Yes | 0, No | 99, Unknown",,,,,,Systemic/General,"Shock refers to circulatory failure, causing inadequate oxygen delivery to meet cellular metabolic needs. It is defined by the presence of any two of the following: evidence of hypoperfusion (e.g. capillary refill >2 seconds, cold clammy skin, and rapid/weak pulse, altered mental status), narrow pulse pressure (less than or equal to 20mmHg), hypotension for age, and tachycardia (>100bpm).","Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",SNOMED,"27942005, Shock","C0036974, Shock",,clinical_features,,1,,,,
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_reshock,radio,Re-shock episodes,"1, Yes | 0, No | 99, Unknown",,,,,,Systemic/General,"Re-shock or recurrent shock is defined as a separate episode of shock which occurs at least 2-6 hours after the clinical resolution of an initial episode of shock, where clinical resolution refers to a pulse pressure >25mmHg without signs of impaired perfusion. This does not include persistent shock (where no resolution is seen).","Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,,,,clinical_features,,1,,,,
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_reshockep,radio,Number of re-shock episodes,"1, 1 | 2, 2 | 3, 3 | 4, 4+ | 99, Unknown",,,,,[compl_reshock]='1',Systemic/General,This refers to the number of times re-shock was identified while the patient was hospitalised.,"If 'Yes', select the single most appropriate option which corresponds to the number of re-shock episodes the patient has experienced at any time during hospitalisation.",,,,,clinical_features,,1,,,,
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_severebleed_yn,radio,Severe bleeding (requiring intervention),"1, Yes | 0, No | 99, Unknown",,,,,,Haematology,"Defined as bleeding resulting in haemodynamic compromise necessitating intervention, namely transfusion. This includes World Health Organisation (WHO) Bleeding Scale grade 3 or 4.","Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",SNOMED,"10421000132103, Haemorrhage requiring transfusion","C4023144, Bleeding requiring red cell transfusion",,clinical_features,1,1,1,,,
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_severebleed_site,checkbox,Severe bleeding site(s),"1, Skin | 7, Petechiae | 2, Nose | 3, Gums | 4, GI tract | 5, Urinary tract | 6, Vagina | 88, Other(s) | 99, Unknown",,,,,[compl_severebleed_yn] = '1',Haematology,"This refers to the location of bleeding/haemorrhage site(s). Petechiae refer to small reddish or purplish spots in skin or mucous membrane as a result of localised haemorrhage. Nose bleeding refers to haemorrhage localized in the nose. Gum bleeding refers to haemorrhage affecting the gingiva. Gastrointestinal (GI) bleeding refers to haemorrhage in any segment of the gastrointestinal tract from oesophagus to rectum. Urinary tract bleeding refers to haemorrhage originating from any part of the urinary system. Vaginal bleeding refers to haemorrhage originating from vagina, unrelated to normal menstruation.",Select the most appropriate option(s) corresponding to the location of bleeding/haemorrhage site(s).,SNOMED,"297968009, Bleeding skin | 271813007 Petechiae | 249366005, Bleeding from nose | 86276007, Bleeding gums | 74474003, Gastrointestinal haemorrhage |34436003, blood in urine | 289530006, Bleeding from vagina","C0574741, Bleeding skin | C3808808, Epistaxis | C0017565, Gingival haemorrrhage | C0017181, Gastrointestinal haemorrhage |C3805433, haematuria | C0566961, Fresh bleeding from vagina",,clinical_features,1,1,,,,
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_severebleed_oth,text,Specify other site(s) of bleeding,,,,,,[compl_severebleed_site(88)]='1',Haematology,This refers to the location of bleeding/haemorrhage site(s).,"If 'Other', Write the other location of site(s) where the patient has experienced bleeding/haemorrhage at any time from onset of this illness and presentation or admission.",,,,,clinical_features,1,1,,,,
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_pleurascite,radio,Pleural effusion / ascites,"1, Yes | 0, No | 99, Unknown",,,,,,Pulmonary,"This refers to pathological increase in the amount of fluid in the pleural cavity (pleural effusion) / increased amounts of fluid in the abdominal cavity (ascites or peritoneal effusion). Symptoms associated with pleural effusions include shortness of breath, cough, and chest pain. It is usually caused by lung infections, congestive heart failure, pleural and lung tumours, connective tissue disorders, and trauma. It may be diagnosed clinically, with or without radiological or interventional confirmation. Symptoms associated with ascites include increasing abdominal girth, abdominal discomfort and distension, shortness of breath.","Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",SNOMED,"60046008, Pleural effusion; 389026000, Ascites","C0032227, Pleural effusion; C3554541, Peritoneal effusion",,clinical_features,,1,,,,
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_seizure,radio,Seizure,"1, Yes | 0, No | 99, Unknown",,,,,,Nervous system,"Defined as an intermittent abnormality of nervous system physiology characterised by a transient occurrence of sudden, violent, irregular movement of the body, caused by involuntary contraction of muscles due to abnormal excessive or synchronous neuronal activity in the brain. An established history of epilepsy is not required.","Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",SNOMED,"91175000, Seizure","C2748942, Seizure",,clinical_features,1,1,1,1,,
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_focalneuro,radio,Focal neurological signs,"1, Yes | 0, No | 99, Unknown",,,,,,Nervous system,"Defined as as impairments of nerve, spinal cord, or brain function that affect a specific region of the body, e.g. weakness in the left arm, the right leg, paresis, or plegia, identified in neurological examination.","Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",SNOMED,"264552009, Neurological deficit","C0746857, Focal neurological deficit",,clinical_features,,1,1,,,
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_encephalitis,radio,Encephalitis,"1, Yes | 0, No | 99, Unknown",,,,,,Nervous system,Encephalitis refers to inflammation of the brain. It is defined by an altered mental status lasting greater or equal to 24 hours along with two of the following criteria: documented fever greater or equal to 38° C (100.4°F); white blood cell count (WBC) in cerebrospinal fluid (CSF) greater or equal to 5/mm³; generalized or partial seizures not fully attributable to a preexisting seizure disorder; new onset of focal neurological findings; presence of compatible acute lesion on neuroimaging; abnormality on electroencephalography that is consistent with encephalitis and not attributable to another cause. As outlined by the 2013 International Encephalitis Consortium.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",SNOMED,"45170000, Encephalitis","C0014038, Encephalitis",,clinical_features,1,1,1,1,,
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_meningitis,radio,Meningitis,"1, Yes | 0, No | 99, Unknown",,,,,,Nervous system,Meningitis is defined by an abnormal number of white blood cells in the cerebrospinal fluid (CSF) within an appropriate clinical context and with or without supportive radiological findings.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",SNOMED,"7180009, Meningitis","C0025289, Meningitis",,clinical_features,1,1,1,1,,
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_sepsis,radio,Sepsis,"1, Yes | 0, No | 99, Unknown",,,,,,Systemic/General,"As defined according to the 2016 SCCM/ESICM task force as a life-threatening organ dysfunction caused by a dysregulated host response to infection with the following: Organ dysfunction determined by a Sequential Organ Failure Assessment (SOFA) score of greater or equal to 2 points (or quick SOFA/qSOFA score of greater or equal to 2); and a Physician-diagnosed infection (which can be supported by clinical signs and symptoms, radiologic and/or microbiologic evidence).","Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",SNOMED,"91302008, Sepsis","C0243026, Sepsis",,clinical_features,,1,1,,,
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_coagulatio,radio,Coagulation disorder / DIC,"1, Yes | 0, No | 99, Unknown",,,,,,Haematology,Coagulopathy (bleeding disorder) is defined as a condition in which there is a deviation from or interruption of the normal coagulation properties of the blood (normal blood clotting is disrupted). Disseminated intravascular coagulation (DIC) is defined as a pathological process where the blood starts to coagulate throughout the whole body. Acute DIC is confirmed by demonstrating increased thrombin generation (e.g. decreased fibrinogen) and increased fibrinolysis (e.g. elevated fibrin degradation products and D-dimer). The diagnosis of chronic DIC may be largely based upon evidence of microangiopathy on the blood film and increased levels of fibrin degradation products and particularly D-dimer.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",SNOMED,"64779008, Blood coagulation disorder","C4229995, Coagulation disorder",,clinical_features,1,1,1,1,,
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_ards,radio,Acute Respiratory Distress Syndrome (ARDS),"1, Yes | 0, No | 99, Unknown",,,,,,Pulmonary,"Acute respiratory distress syndrome (ARDS) has been defined by the 2012 Berlin criteria:
1. Respiratory symptoms must have begun within one week of a known clinical insult, or the patient must have new or worsening symptoms during the past week.
2. Bilateral opacities consistent with pulmonary oedema must be present on a chest radiograph or computed tomographic (CT) scan. These opacities must not be fully explained by pleural effusions, lobar collapse, lung collapse, or pulmonary nodules.
3. The patient's respiratory failure must not be fully explained by cardiac failure or fluid overload. An objective assessment (eg, echocardiography) to exclude hydrostatic pulmonary oedema is required if no risk factors for ARDS are present.
4. A moderate to severe impairment of oxygenation must be present, as defined by the ratio of arterial oxygen tension to fraction of inspired oxygen (PaO2/FiO2). The severity of the hypoxaemia defines the severity of the ARDS:
	- Mild ARDS: The PaO2/FiO2 is >200 mmHg, but less than (or equal to) 300 mmHg, on ventilator settings that include positive end-expiratory pressure (PEEP) or continuous positive airway pressure (CPAP) greater than (or equal to) 5 cm H2O.
	- Moderate ARDS: The PaO2/FiO2 is >100 mmHg, but less than (or equal to) 200 mmHg, on ventilator settings that include PEEP ?5 cm H2O.
	- Severe ARDS: The PaO2/FiO2 is less than (or equal to) 100 mmHg on ventilator settings that include PEEP greater than (or equal to) 5 cm H2O.","Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",SNOMED,"67782005, Acute respiratory distress","C1848829, Acute respiratory distress",,clinical_features,1,1,1,1,,
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_cardiarrhy,radio,Cardiac arrhythmia,"1, Yes | 0, No | 99, Unknown",,,,,,Cardiovascular,"Refers to any variation from the normal rate or rhythm (which may include the origin of the impulse and/or its subsequent propagation) in the heart, confirmed by electrocardiographic monitoring.","Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",SNOMED,"698247007, Cardiac arrhythmia","C3275765, Arrhythmia",,clinical_features,1,1,1,1,,
