Form,Section,Variable,Type,Question,Answer Options,Validation,Minimum,Maximum,List,Skip Logic,Body System,Definition,Completion Guideline,Standardized Term Codelist,Standardized Term Code,Metathesaurus,Identifier,Research Category,preset_ARChetype Disease CRF_Covid,preset_ARChetype Disease CRF_Dengue,preset_ARChetype Disease CRF_Mpox,preset_ARChetype Disease CRF_Mpox-Pregnancy&Paediatrics,preset_ARChetype Disease CRF_H5Nx,preset_ARChetype Syndromic CRF_ARI,preset_UserGenerated_Oropouche,preset_Score_CharlsonCI
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_neurological,descriptive,Neurological complications,,,,,,,Nervous system,Defined as any complications of the nervous system,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,,,,,1,1,1,1,1,1,1,
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_strokecva,radio,Stroke / cerebrovascular accident,"1, Yes | 0, No | 99, Unknown",,,,,,Nervous system,"Defined as a sudden loss of neurological function secondary to haemorrhage or ischemia in the brain parenchyma due to a vascular event. Stroke may be a clinical diagnosis, with or without supportive radiological findings.","Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",SNOMED,"230690007, Cerebrovascular accident","C3554760, Stroke",,clinical_features,1,,1,1,1,1,1,
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_severeneuro,radio,Severe neurological disease,"1, Yes | 0, No | 99, Unknown",,,,,,Nervous system,"This refers to various neurological manifestations including meningitis, encephalitis, encephalopathy, acute symptomatic seizures, intracranial haemorrhage or stroke, and Guillain-Barre syndrome (GBS). Meningitis is an inflammatory disease of the leptomeninges, the tissues surrounding the brain and spinal cord, and is defined by an abnormal number of white blood cells in the cerebrospinal fluid (CSF) within an appropriate clinical context and with or without supportive radiological findings. Encephalitis refers to inflammation of the brain. In comparison with meningitis, in encephalitis, abnormalities in brain function are expected, including altered mental status, motor or sensory deficits, altered behaviour and personality changes, and speech or movement disorders. It is defined by an altered mental status lasting ?24 hours along with two of the following criteria: documented fever >/= 38°C (100.4°F); white blood cell count (WBC) in cerebrospinal fluid (CSF) >/= 5  cells/mm^3; generalized or partial seizures not fully attributable to a preexisting seizure disorder; new onset of focal neurological findings; presence of compatible acute lesion on neuroimaging; abnormality on electroencephalography that is consistent with encephalitis and not attributable to another cause. As outlined by the 2013 International Encephalitis Consortium. Seizures are defined as an intermittent abnormality of nervous system physiology characterised by a transient occurrence of sudden, violent, irregular movement of the body, caused by involuntary contraction of muscles due to abnormal excessive or synchronous neuronal activity in the brain. An established history of epilepsy is not required. Stroke refers to a sudden loss of neurological function secondary to haemorrhage or ischemia in the brain parenchyma due to a vascular event. Stroke may be a clinical diagnosis, with or without supportive radiological findings. Intracranial haemorrhage refers to haemorrhage/bleeding occurring within the skull. Intracranial haemorrhage encompasses four broad types of haemorrhage: epidural haemorrhage, subdural haemorrhage, subarachnoid haemorrhage, and intraparenchymal haemorrhage. Guillain-Barre syndrome refers to a rapidly progressive autoimmune disorder of the peripheral nervous system characterized by limb paraesthesia, areflexia, and generalized muscle weakness or paralysis that often begins in the legs and spreads to the arms, torso, and face. Required features include progressive weakness of the arms and/or legs, ranging from minimal weakness of the legs to total paralysis of all four limbs, and including the trunk, bulbar and facial muscles, and external ophthalmoplegia; and areflexia or decreased deep tendon reflexes in weak limbs. Supportive features include symptom progression over days to four weeks; Relatively symmetric, bilateral symptoms; Pain in the trunk or limbs; Cranial nerve symptoms or signs; Autonomic dysfunction; Sensory dysfunction that is mild; No fever at symptom onset; CSF with elevated protein and normal to mildly elevated leukocyte count (usually <5 cells/mm3); Electrodiagnostic abnormalities consistent with GBS; Recovery starting two to four weeks after progression halts.","Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",SNOMED,7180009 |Meningitis (disorder)| 45170000 |Encephalitis (disorder)| 81308009 |Disorder of brain (disorder)|41370002 |Myelitis (disorder)|230690007 |Cerebrovascular accident (disorder)|1386000 |Intracranial haemorrhage (disorder)|40956001 |Guillain-Barre syndrome (GBS) (disorder)|,,,clinical_features,,,1,1,1,1,1,
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_encephalopathy,radio,Encephalopathy,"1, Yes | 0, No | 99, Unknown",,,,,,Nervous system,"Encephalopathy broadly refers brain dysfunction which may be due to a functional and / or structural disorder caused by a vareity of aetiologies, including diseases of other organ systems (e.g. liver disease, kidney disease), medications, chemicals, and injuries. It presents with a range of symptoms including altered mental status, confusion, memory loss, and behavioral changes","Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,,,,clinical_features,,,1,1,1,1,1,
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_seizure,radio,Seizure,"1, Yes | 0, No | 99, Unknown",,,,,,Nervous system,"Defined as an intermittent abnormality of nervous system physiology characterised by a transient occurrence of sudden, violent, irregular movement of the body, caused by involuntary contraction of muscles due to abnormal excessive or synchronous neuronal activity in the brain. An established history of epilepsy is not required.","Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",SNOMED,"91175000, Seizure","C2748942, Seizure",,clinical_features,1,1,1,1,1,1,1,
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_focalneuro,radio,Focal neurological signs,"1, Yes | 0, No | 99, Unknown",,,,,,Nervous system,"Defined as as impairments of nerve, spinal cord, or brain function that affect a specific region of the body, e.g. weakness in the left arm, the right leg, paresis, or plegia, identified in neurological examination.","Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",SNOMED,"264552009, Neurological deficit","C0746857, Focal neurological deficit",,clinical_features,,1,1,1,1,1,1,
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_encephalitis,radio,Encephalitis,"1, Yes | 0, No | 99, Unknown",,,,,,Nervous system,Encephalitis refers to inflammation of the brain. It is defined by an altered mental status lasting greater or equal to 24 hours along with two of the following criteria: documented fever greater or equal to 38° C (100.4°F); white blood cell count (WBC) in cerebrospinal fluid (CSF) greater or equal to 5/mm³; generalized or partial seizures not fully attributable to a preexisting seizure disorder; new onset of focal neurological findings; presence of compatible acute lesion on neuroimaging; abnormality on electroencephalography that is consistent with encephalitis and not attributable to another cause. As outlined by the 2013 International Encephalitis Consortium.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",SNOMED,"45170000, Encephalitis","C0014038, Encephalitis",,clinical_features,1,1,1,1,1,1,1,
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_meningitis,radio,Meningitis,"1, Yes | 0, No | 99, Unknown",,,,,,Nervous system,Meningitis is defined by an abnormal number of white blood cells in the cerebrospinal fluid (CSF) within an appropriate clinical context and with or without supportive radiological findings.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",SNOMED,"7180009, Meningitis","C0025289, Meningitis",,clinical_features,1,1,1,1,1,1,1,
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_gbs,radio,Guillain-Barre syndrome (GBS),"1, Yes | 0, No | 99, Unknown",,,,,,Nervous system,"Refers to a rapidly progressive autoimmune disorder of the peripheral nervous system characterized by limb paresthesias, areflexia, and generalized muscle weakness or paralysis that often begins in the legs and spreads to the arms, torso, and face. ","Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,C0018378,,,clinical_features,,,1,1,1,1,1,
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_cnsinf,radio,CNS infection,"1, Yes | 0, No | 99, Unknown",,,,,,Nervous system,"This refers to An infectious process that affects the brain and/or spinal cord, may include encephalitis, poliomyelitis, arachnoiditis, and meningitis.","Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,,,,clinical_features,,,,1,,,,
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_cvs,descriptive,Cardiovascular complications,,,,,,,Cardiovascular,Defined as any complications of the cardiovascular system,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,,,,,1,1,1,1,1,1,1,
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_myocardial,radio,Myocardial infarction,"1, Yes | 0, No | 99, Unknown",,,,,,Cardiovascular,"Defined as myocardial ischaemia leading to injury/necrosis, diagnosed by clinical findings, altered electrocardiography and elevated cardiac enzymes.","Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",SNOMED,"22298006, Myocardial infarction","C3280935, Myocardial infarction",,clinical_features,1,,,,1,1,,
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_cardiacisc,radio,Cardiac ischaemia,"1, Yes | 0, No | 99, Unknown",,,,,,Cardiovascular,"Defined as diminished blood and oxygen supply to the heart muscle as indicated by typical symptomatology (e.g. chest pain) and confirmed by an electrocardiogram (showing ischaemic changes, e.g. ST depression or elevation) and/or cardiac enzyme elevation (e.g. raised troponin I).","Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",SNOMED,"414795007, Myocardial ischaemia","C0746731, Acute myocardial ischaemia",,clinical_features,1,,1,1,1,1,,
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_endocardit,radio,Endocarditis,"1, Yes | 0, No | 99, Unknown",,,,,,Cardiovascular,"This refers to an inflammation of the endocardium (inner lining of the heart). It is often caused by a primary disorder or microorganisms including bacteria, viruses, fungi, and rickettsiae Diagnosis of infective endocarditis is according to modified Duke criteria, using evidence from microbiological results, echocardiogram and clinical signs.","Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",SNOMED,"56819008, Endocarditis","C0014118, Endocarditis",,clinical_features,1,,1,1,1,1,,
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_cardiomyop,radio,Cardiomyopathy,"1, Yes | 0, No | 99, Unknown",,,,,,Cardiovascular,This refers to structural and functional disorders of myocardium commonly diagnosed by echocardiography. Cardiomyopathy can be primary (genetic) or secondary (e.g. following myocardial infarction).,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",SNOMED,"85898001, Cardiomyopathy","C3809229, Cardiomyopathy",,clinical_features,1,,1,1,1,1,1,
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_chf,radio,Congestive heart failure,"1, Yes | 0, No | 99, Unknown",,,,,,Cardiovascular,"Defined as failure of the heart to pump a sufficient amount of blood to meet the needs of the body tissues, resulting in tissue congestion and oedema. Signs and symptoms include shortness of breath, pitting oedema, enlarged tender liver, engorged neck veins, and pulmonary rales. There are many ways to assess cardiac function (e.g. echocardiography, right heart catheterization, functional testing and supportive biochemical tests). However, there is no diagnostic test for heart failure, since it is largely a clinical diagnosis that is based upon a careful history and physical examination.","Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",SNOMED,"42343007, Congestive heart failure","C3551869, Congestive heart failure",,clinical_features,1,,1,1,1,1,,
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_cardiarrhy,radio,Cardiac arrhythmia,"1, Yes | 0, No | 99, Unknown",,,,,,Cardiovascular,"Refers to any variation from the normal rate or rhythm (which may include the origin of the impulse and/or its subsequent propagation) in the heart, confirmed by electrocardiographic monitoring.","Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",SNOMED,"698247007, Cardiac arrhythmia","C3275765, Arrhythmia",,clinical_features,1,1,1,1,1,1,,
