Form,Section,Variable,Type,Question,Answer Options,Validation,Minimum,Maximum,List,Skip Logic,Body System,Definition,Completion Guideline,Standardized Term Codelist,Standardized Term Code,Metathesaurus,Identifier,Research Category,preset_ARChetype Disease CRF_Covid,preset_ARChetype Disease CRF_H5Nx,preset_ARChetype Disease CRF_Dengue,preset_ARChetype Disease CRF_Mpox,preset_ARChetype Disease CRF_Mpox Pregnancy and Paediatric,preset_ARChetype Syndromic CRF_ARI,preset_ARChetype Syndromic CRF_VHF,preset_Score_CharlsonCI,preset_Score_mSOFA,preset_Score_mSOFA_Dengue,preset_Recommended Outcomes_Dengue,preset_Populations_Paediatric,preset_Populations_Pregnancy
neonate,NEWBORN OUTCOMES,nborn_gamethod,radio,How was gestation estimated?,"1, LMP | 2, EDD | 99, Unknown",,,,,,,This refers to the method of estimating the gestational age. LMP refers to the date of the first day of the most recent menstrual cycle. EDD refers to the estimated date of delivery. ,,,,,,,,,,,1,,,,,,,1,
neonate,NEWBORN OUTCOMES,nborn_birthweight,text,Newborn weight at birth ,,number,0,,,,,"This refers to the measurement of a newborn's weight immediately after birth, typically recorded within the first minutes of life.",,,,,,,,,,,1,,,,,,,1,
neonate,NEWBORN OUTCOMES,nborn_birthweight_units,radio,Newborn weight at birth  (select units),"1,g| 2,lb",,,,,,,Measured weight at birth (g or lb).,,,,,,,,,,,1,,,,,,,1,
neonate,NEWBORN OUTCOMES,nborn_length,text,Newborn length at birth ,,number,0,,,,,This refers to the measurement of a newborn's length from the top of their head to the bottom of one of their heels,,,,,,,,,,,1,,,,,,,1,
neonate,NEWBORN OUTCOMES,nborn_length_units,radio,Newborn length at birth (select units),"1,inches | 2,cm",,,,,,,Crown–heel length at birth (inches or cm).,,,,,,,,,,,1,,,,,,,1,
neonate,NEWBORN OUTCOMES,nborn_infhc,text,Head circumference at birth ,,number,0,,,,,This refers to the measurement of the largest area of the head (distance from around the back of the head to above the eyebrows and ears) (in cm).,,,,,,,,,,,1,,,,,,,1,
neonate,NEWBORN OUTCOMES,nborn_infhc_units,radio,Head circumference at birth (select units),"1,inches | 2,cm",,,,,,,Occipito-frontal circumference at birth (cm).,,,,,,,,,,,1,,,,,,,1,
neonate,NEWBORN OUTCOMES,nborn_apgar,text,APGAR score at 5 mins (1-1),,number,1,10,,,,"This refers to a score to evaluate a newborn's adjustment to extrauterine life. Five items - heart rate, respiratory effort, muscle tone, reflex irritability, and color - are evaluated 6 seconds after birth and again five minutes later on a scale from -2,  being the lowest, 2 being normal. The five numbers are added for the Apgar score. A score of -3 represents severe distress, 4-7 indicates moderate distress, and a score of 7-1 predicts an absence of difficulty in adjusting to extrauterine life.",,,,,,,,,,,1,,,,,,,1,
neonate,NEWBORN OUTCOMES,nborn_resusc,radio,Resuscitation required following delivery,"1, Yes | 0, No | 99, Unknown",,,,,,,This refers to measures applied for the restoration of life to a newborn.,,,,,,,,,,,1,,,,,,,1,
neonate,NEWBORN OUTCOMES,nborn_resuscdet,text,Give details,,,,,,[nborn_resusc] = '1',,This refers to measures applied for the restoration of life to a newborn.,,,,,,,,,,,1,,,,,,,1,
neonate,NEWBORN OUTCOMES,nborn_nicu,radio,Admission to NICU,"1, Yes, related to pathogen of interest | 2, Yes, not related to pathogen of interest | 3, No, due to non-availability of NICUs | 0, No | 4, Not applicable | 99, Unknown",,,,,,,This refers to admission of the newborn to the neonatal intensive care unit.,,,,,,,,,,,1,,,,,,,1,
neonate,NEWBORN OUTCOMES,nborn_hospdur,text,Duration of hospital stay,,number,0,,,,,This refers to the total duration of hospital stay during the current admisssion (in days).,,,,,,,,,,,1,,,,,,,1,
neonate,NEWBORN OUTCOMES,nborn_outc,radio,Neonatal outcome,"1, Discharged healthy | 2, Discharged with complications/sequelae | 3, Still in neonatal ward | 4, Referred to other hospital | 5, Death  | 99, Unknown  | 6, Not applicable",,,,,,,This refers to the outcome of the newborn. ,,,,,,,,,,,,,,,,,,,
neonate,NEWBORN OUTCOMES,nborn_compyn,radio,Did any neonatal complications occur?,"1, Yes | 0, No | 99, Unknown",,,,,,,This refers to any complications which occurred during the neonatal period.,,,,,,,,,,,1,,,,,,,1,
neonate,NEWBORN OUTCOMES,nborn_compsel,checkbox,Select all that apply.,"1, Respiratory distress syndrome | 2, Intraventricular haemorrhage | 3, Necrotising enterocolitis | 4, Neonatal encephalopathy | 5, Chronic lung disease | 6, Severe jaundice requiring phototherapy | 7, Major congenital anomaly |  8, Severe infection/sepsis |  9, Meningitis | 10, Exchange transfusion | 99, Unknown | 88, Other",,,,,[nborn_compyn] = '1',,This refers to any complications which occurred during the neonatal period.,,,,,,,,,,,1,,,,,,,1,
neonate,NEWBORN OUTCOMES,nborn_compoth,text,If other: Specify,,,,,,[nborn_compsel(88)] ='1',,This refers to any complications which occurred during the neonatal period.,,,,,,,,,,,1,,,,,,,1,
neonate,NEWBORN OUTCOMES,nborn_death,radio,Newborn or infant death,"1, Yes | 0, No | 99, Unknown",,,,,,,This refers to death of the newborn or infant,,,,,,,,,,,1,,,,,,,1,
neonate,NEWBORN OUTCOMES,nborn_deathage,text,Age at death ,,number,0,,,[nborn_death] = '1',,This refers to the age of the newborn or infant at the time of death (months).,,,,,,,,,,,1,,,,,,,1,
neonate,NEWBORN OUTCOMES,nborn_deathage_units,radio,Age at death (select units),"1,days | 2,months",,,,,[nborn_death] = '1',,,,,,,,,,,,,1,,,,,,,1,
neonate,NEWBORN OUTCOMES,nborn_deathcause,text,Cause(s) of death,,,,,,[nborn_death] = '1',,This refers to the cause of death of the newborn or infant. ,,,,,,,,,,,1,,,,,,,1,
neonate,NEWBORN OUTCOMES,nborn_birthdefectyn,radio,Congenital anomaly present?,"1, Yes | 0, No | 99, Unknown",,,,,,,This refers to structural or functional abnormalities of the foetus which occurred during development in-utero.,,,,,,,,,,,1,,,,,,,1,
neonate,NEWBORN OUTCOMES,nborn_birthdefectnum,text,How many?,,number,0,,,[nborn_birthdefectyn] = '1',,This refers to structural or functional abnormalities of the foetus which occurred during development in-utero.,,,,,,,,,,,1,,,,,,,1,
neonate,NEWBORN OUTCOMES,nborn_birthdefect1,text,Describe congenital anomaly ,,,,,,[nborn_birthdefectyn] = '1' and [nborn_birthdefectnum] >= 1,,This refers to structural or functional abnormalities of the foetus which occurred during development in-utero.,,,,,,,,,,,1,,,,,,,1,
neonate,NEWBORN OUTCOMES,nborn_birthdefect1_date,text,Date of congenital anomaly diagnosis,,date_dmy,,today,,[nborn_birthdefectyn] = '1' and [nborn_birthdefectnum] >= 1,,This refers to structural or functional abnormalities of the foetus which occurred during development in-utero.,,,,,,,,,,,1,,,,,,,1,
neonate,NEWBORN OUTCOMES,nborn_birthdefect2,text,Describe congenital anomaly ,,,,,,[nborn_birthdefectyn] = '1' and [nborn_birthdefectnum] >= 2,,This refers to structural or functional abnormalities of the foetus which occurred during development in-utero.,,,,,,,,,,,1,,,,,,,1,
neonate,NEWBORN OUTCOMES,nborn_birthdefect2_date,text,Date of congenital anomaly diagnosis,,date_dmy,,today,,[nborn_birthdefectyn] = '1' and [nborn_birthdefectnum] >= 2,,This refers to structural or functional abnormalities of the foetus which occurred during development in-utero.,,,,,,,,,,,1,,,,,,,1,
neonate,NEWBORN OUTCOMES,nborn_birthdefect3,text,Describe congenital anomaly ,,,,,,[nborn_birthdefectyn] = '1' and [nborn_birthdefectnum] >= 3,,This refers to structural or functional abnormalities of the foetus which occurred during development in-utero.,,,,,,,,,,,1,,,,,,,1,
neonate,NEWBORN OUTCOMES,nborn_birthdefect3_date,text,Date of congenital anomaly diagnosis,,date_dmy,,today,,[nborn_birthdefectyn] = '1' and [nborn_birthdefectnum] >= 3,,This refers to structural or functional abnormalities of the foetus which occurred during development in-utero.,,,,,,,,,,,1,,,,,,,1,
neonate,NEWBORN LESIONS,nborn_lesion,radio,Neonatal skin or mucosal lesions,"1, Yes | 0, No | 99, Unknown",,,,,,,This refers to the presence of skin or mucosal lesions observed in the neonate.,,,,,,,,,,,1,,,,,,,,
neonate,NEWBORN LESIONS,nborn_lesion_age,text,Age at onset of lesions (completed weeks),,number,0,,,[nborn_lesion] = '1',,This refers to the age (in completed weeks) at which lesions first appeared.,,,,,,,,,,,1,,,,,,,,
neonate,NEWBORN LESIONS,nborn_lesion_num,radio,Maximum number of lesions observed,"1, Mild (< 25 skin lesions) | 2, Moderate (25-99 skin lesions) | 3, Severe (100-250 skin lesions) | 4, Very severe (> 250 skin lesions) | 99, Unknown",,,,,[nborn_lesion] = '1',,This refers to the maximum number of lesions observed.,,,,,,,,,,,1,,,,,,,,
neonate,NEWBORN LESIONS,nborn_lesion_site,checkbox,Lesion site(s) and pain score (0 = no pain  10 = worst pain),"1, Head/face/neck | 2, Inside of mouth | 3, Torso | 4, Arms and/or hands | 5, Legs and/or feet | 6, External genitalia | 7, Perianal | 8, Vaginal canal | 9, Rectum | 88, Other ",,,,,[nborn_lesion] = '1',,Anatomical location(s) of lesions and pain severity rated 0–10.,,,,,,,,,,,1,,,,,,,,
neonate,NEWBORN LESIONS,nborn_lesion_site_oth,text,"If other,  specify lesion site",,,,,,[nborn_lesion_site(88)] = '1',,This refers to lesion sites not listed above.,,,,,,,,,,,1,,,,,,,,
neonate,NEWBORN LESIONS,nborn_lesion_type,checkbox,Type(s) of lesions currently present,"1, Vesicle | 2, Pustule | 3, Ulcerated lesion | 4, Crusted/scabbed mature lesion | 5, Residual evidence of resolved lesions (scar/discoloration) | 6, Haemorrhagic / bleeding lesions",,,,,[nborn_lesion] = '1',,This refers to the morphological type(s) of lesions present today.,,,,,,,,,,,1,,,,,,,,
neonate,NEWBORN SIGNS AND SYMPTOMS,nborn_sympt,radio,Neonatal symptoms at clinical examination,"1, Yes | 0, No | 99, Unknown",,,,,,,This refers to signs or symptoms identified during neonatal clinical examination.,,,,,,,,,,,1,,,,,,,1,
neonate,NEWBORN SIGNS AND SYMPTOMS,nborn_fever,radio,Fever,"1, Yes | 0, No | 99, Unknown",,,,,[nborn_sympt] = '1',,"In neonates, fever refers to a measured body temperature ?38.0 °C, and hypothermia may also indicate infection.",,,,,,,,,,,1,,,,,,,1,
neonate,NEWBORN SIGNS AND SYMPTOMS,nborn_cough,radio,Cough,"1, Yes | 0, No | 99, Unknown",,,,,[nborn_sympt] = '1',,This refers to the presence of a cough.,,,,,,,,,,,1,,,,,,,1,
neonate,NEWBORN SIGNS AND SYMPTOMS,nborn_wheezing,radio,Wheezing,"1, Yes | 0, No | 99, Unknown",,,,,[nborn_sympt] = '1',,Defined as a high-pitched breath sound resulting from a narrowing or obstruction of the small airway.,,,,,,,,,,,1,,,,,,,1,
neonate,NEWBORN SIGNS AND SYMPTOMS,nborn_rhinorrhoe,radio,Runny nose (rhinorrhoea),"1, Yes | 0, No | 99, Unknown",,,,,[nborn_sympt] = '1',,Defined as increased mucosal discharge of the nose.,,,,,,,,,,,1,,,,,,,1,
neonate,NEWBORN SIGNS AND SYMPTOMS,nborn_respdistress,radio,Respiratory distress,"1, Yes | 0, No | 99, Unknown",,,,,[nborn_sympt] = '1',,This refer to a pathological increase in the effort and frequency of breathing movements.,,,,,,,,,,,1,,,,,,,1,
neonate,NEWBORN SIGNS AND SYMPTOMS,nborn_tachypnoea,radio,Fast breathing (tachypnoea),"1, Yes | 0, No | 99, Unknown",,,,,[nborn_sympt] = '1',,"In neonates, tachypnoea is defined as a respiratory rate greater than 60 breaths per minute.",,,,,,,,,,,1,,,,,,,1,
neonate,NEWBORN SIGNS AND SYMPTOMS,nborn_nasalflar,radio,Nasal flaring,"1, Yes | 0, No | 99, Unknown",,,,,[nborn_sympt] = '1',,"In neonates, nasal flaring refers to widening of the nostrils during inspiration and is a clinical sign of increased work of breathing.",,,,,,,,,,,1,,,,,,,1,
neonate,NEWBORN SIGNS AND SYMPTOMS,nborn_grunt,radio,Grunting,"1, Yes | 0, No | 99, Unknown",,,,,[nborn_sympt] = '1',,"In neonates, grunting refers to an expiratory sound produced by partial closure of the glottis and is a sign of respiratory distress.",,,,,,,,,,,1,,,,,,,1,
neonate,NEWBORN SIGNS AND SYMPTOMS,nborn_apnoea,radio,Apnoea,"1, Yes | 0, No | 99, Unknown",,,,,[nborn_sympt] = '1',,Defined as a transient absence in spontaneous respiration.,,,,,,,,,,,1,,,,,,,1,
neonate,NEWBORN SIGNS AND SYMPTOMS,nborn_nasalcongestion,radio,Nasal congestion,"1, Yes | 0, No | 99, Unknown",,,,,[nborn_sympt] = '1',,Defined as reduced ability to pass air through the nasal cavity often leading to mouth breathing. ,,,,,,,,,,,1,,,,,,,1,
neonate,NEWBORN SIGNS AND SYMPTOMS,nborn_vomit,radio,Vomiting,"1, Yes | 0, No | 99, Unknown",,,,,[nborn_sympt] = '1',,Defined as the expulsion of the stomach or small intestines through the mouth.,,,,,,,,,,,1,,,,,,,1,
neonate,NEWBORN SIGNS AND SYMPTOMS,nborn_diarrhoea,radio,Diarrhoea,"1, Yes | 0, No | 99, Unknown",,,,,[nborn_sympt] = '1',,"In neonates, diarrhoea refers to a change in stool frequency or consistency compared with the infant’s normal pattern.",,,,,,,,,,,1,,,,,,,1,
neonate,NEWBORN SIGNS AND SYMPTOMS,nborn_consti,radio,Constipation,"1, Yes | 0, No | 99, Unknown",,,,,[nborn_sympt] = '1',,"In neonates, constipation refers to infrequent, difficult, or painful passage of stools compared with the neonate’s usual bowel pattern.",,,,,,,,,,,1,,,,,,,1,
neonate,NEWBORN SIGNS AND SYMPTOMS,nborn_lowurine,radio,Reduced urine output,"1, Yes | 0, No | 99, Unknown",,,,,[nborn_sympt] = '1',,"In neonates, reduced urine output is defined as urine output <1 ml/kg/hour.",,,,,,,,,,,1,,,,,,,1,
neonate,NEWBORN SIGNS AND SYMPTOMS,nborn_jaund,radio,Jaundice,"1, Yes | 0, No | 99, Unknown",,,,,[nborn_sympt] = '1',,"Defined as a clinical manifestation of hyperbilirubinemia, characterized by the yellowish staining of the skin, mucous membrane and/or sclera. ",,,,,,,,,,,1,,,,,,,1,
neonate,NEWBORN SIGNS AND SYMPTOMS,nborn_skinpallor,radio,Skin pallor,"1, Yes | 0, No | 99, Unknown",,,,,[nborn_sympt] = '1',,This refers to unnatural pale appearance of the skin.,,,,,,,,,,,1,,,,,,,1,
neonate,NEWBORN SIGNS AND SYMPTOMS,nborn_ftt,radio,Failure to thrive,"1, Yes | 0, No | 99, Unknown",,,,,[nborn_sympt] = '1',,"In neonates, failure to thrive refers to inadequate weight gain or weight loss beyond expected physiological limits.”",,,,,,,,,,,1,,,,,,,1,
neonate,NEWBORN SIGNS AND SYMPTOMS,nborn_hypotonia,radio,Decreased tone / hypotonia,"1, Yes | 0, No | 99, Unknown",,,,,[nborn_sympt] = '1',,This refers to reduced muscle tone compared with what is expected for the neonate’s gestational age and clinical condition.,,,,,,,,,,,1,,,,,,,1,
neonate,NEWBORN SIGNS AND SYMPTOMS,nborn_bulgefont,radio,Bulging fontanelle,"1, Yes | 0, No | 99, Unknown",,,,,[nborn_sympt] = '1',,"In neonates, bulging fontanelle refers to outward bulging or fullness of the anterior fontanelle when the infant is calm and in an upright position, and may indicate increased intracranial pressure.",,,,,,,,,,,1,,,,,,,1,
neonate,NEWBORN SIGNS AND SYMPTOMS,nborn_hypotherm,radio,Hypothermia,"1, Yes | 0, No | 99, Unknown",,,,,[nborn_sympt] = '1',,This refers to abnormally reduced body temperature due to failed thermoregulation.,,,,,,,,,,,1,,,,,,,1,
neonate,NEWBORN SIGNS AND SYMPTOMS,nborn_feedingdiff,radio,Feeding difficulty,"1, Yes | 0, No | 99, Unknown",,,,,[nborn_sympt] = '1',,"In neonates, feeding difficulty includes poor suck, weak latch, fatigue during feeding, or inability to complete feeds.",,,,,,,,,,,1,,,,,,,1,
neonate,NEWBORN SIGNS AND SYMPTOMS,nborn_hepatomegally,radio,Hepatomegaly,"1, Yes | 0, No | 99, Unknown",,,,,[nborn_sympt] = '1',,Defined as an pathological enlargement of the liver,,,,,,,,,,,1,,,,,,,1,
neonate,NEWBORN SIGNS AND SYMPTOMS,nborn_anaemia,radio,Anaemia,"1, Yes | 0, No | 99, Unknown",,,,,[nborn_sympt] = '1',,"This refers to a reduction in the number of red blood cells, the amount of haemoglobin, and/or the volume of packed red blood cells relative to neonatal reference ranges.",,,,,,,,,,,1,,,,,,,1,
neonate,NEWBORN SIGNS AND SYMPTOMS,nborn_seizconv,radio,Seizures,"1, Yes | 0, No | 99, Unknown",,,,,[nborn_sympt] = '1',,"Defined as an intermittent abnormality of nervous system physiology characterised by a transient occurrence of sudden, violent, irregular movement of the body, caused by involuntary contraction of muscles due to abnormal excessive or synchronous neuronal activity in the brain.",,,,,,,,,,,1,,,,,,,1,
neonate,NEWBORN SIGNS AND SYMPTOMS,nborn_keratitis,radio,Keratitis,"1, Yes | 0, No | 99, Unknown",,,,,[nborn_sympt] = '1',,This refers to inflammation of the cornea of the eye.,,,,,,,,,,,1,,,,,,,1,
neonate,NEWBORN SIGNS AND SYMPTOMS,nborn_conjunctiv,radio,Conjunctivitis,"1, Yes | 0, No | 99, Unknown",,,,,[nborn_sympt] = '1',,Defined as inflammation of the conjunctiva,,,,,,,,,,,1,,,,,,,1,
neonate,NEWBORN SIGNS AND SYMPTOMS,nborn_ocularother,radio,Other ocular findings,"1, Yes | 0, No | 99, Unknown",,,,,[nborn_sympt] = '1',,Any abnormal eye findings beyond primary diagnosis.,,,,,,,,,,,1,,,,,,,1,
neonate,NEWBORN SIGNS AND SYMPTOMS,nborn_ocularother_spec,text,Please specify,,,,,,[nborn_ocularother] = '1',,,,,,,,,,,,,1,,,,,,,1,
neonate,NEWBORN SIGNS AND SYMPTOMS,nborn_lymph,radio,Lymphadenopathy,"1, Yes-painful | 2, Yes-not painful | 0, No | 99, Unknown",,,,,[nborn_sympt] = '1',,Defined as a clinical finding of abnormal enlargement of the lymph nodes. ,,,,,,,,,,,1,,,,,,,1,
neonate,NEWBORN SIGNS AND SYMPTOMS,nborn_lymph_site,checkbox,Specify lymphadenopathy site(s),"1, Axillary (arm pits) | 2, Cervical (neck)| 3, Inguinal (groin) | 99, Unknown | 88, Other",,,,,[nborn_lymph]='1' or [nborn_lymph]='2',,This refers to the location in which lymphadenopathy was identified.,,,,,,,,,,,1,,,,,,,1,
neonate,NEWBORN SIGNS AND SYMPTOMS,nborn_lymph_site_oth,text,Specify other lymphadenopathy site(s),,,,,,[nborn_lymph_site(88)]='1',,This refers to the location in which lymphadenopathy was identified.,,,,,,,,,,,1,,,,,,,1,
neonate,NEWBORN SIGNS AND SYMPTOMS,nborn_haemorrhag,radio,Bleeding (haemorrhage),"1, Yes | 0, No | 99, Unknown",,,,,[nborn_haemorrhag] = '1',,"Defined as the presence of blood in a location in which it is not physiologically normal or loss of blood from the circulation, either internally or externally. This can include epistaxis (blood from nose), gingival bleeding (blood from gums/gingiva), blood from any part of the gastrointestinal tract (gastrointestinal bleeding) or genitourinary tracts (vagina or urethra) including hematuria. ",,,,,,,,,,,1,,,,,,,1,
neonate,NEWBORN SIGNS AND SYMPTOMS,nborn_haemorrhag_site,multi_list,Specify bleeding site(s),,,,,conditions_Site,[nborn_haemorrhag] = '1',,This refers to the location of bleeding/haemorrhage site(s).,,,,,,,,,,,1,,,,,,,1,
