Variable,Question,Answer Options,Definition,Completion Guideline,Language Speaker Reviewed,Clinical Language Speaker Reviewed
inter_ninventdur,Nombre de jours calendaires pendant lesquels le patient a reçu une ventilation non invasive,,Il s’agit du nombre total de jours calendaires pendant lesquels le patient a reçu une ventilation non invasive.,Écrivez le nombre total de jours calendaires pendant lesquels le patient a reçu une ventilation non invasive lors de son admission (y compris l'utilisation à tout moment pendant l'admission).,,
inter_inventdur,Nombre de jours calendaires pendant lesquels le patient a reçu une ventilation invasive,,Il s’agit du nombre total de jours calendaires pendant lesquels le patient a reçu une ventilation invasive.,Écrivez le nombre total de jours calendaires pendant lesquels le patient a reçu une ventilation invasive lors de son admission (y compris l'utilisation à tout moment pendant l'admission).,,
inter_ecmo,Type d'ECLS / ECMO,"1, veino-veineux (VV) | 2, veino-artériel (VA) | 99, Inconnu","Les deux principaux types d'oxygénation extracorporelle par membrane (ECMO), également appelée assistance respiratoire extracorporelle (ECLS), sont l'oxygénation veino-veineuse (veineuse-veineuse), qui est utilisée pour soutenir les poumons, et l'oxygénation veino-artérielle (veineuse-artérielle), qui est utilisée pour soutenir les poumons et le cœur.",Sélectionnez l’option la plus appropriée correspondant au type d’oxygénation extracorporelle par membrane (ECMO) / de maintien des fonctions vitales extracorporelles (ECLS) utilisé.,,
inter_ecmodur,Nombre de jours calendaires pendant lesquels le patient a reçu l'ECLS / ECMO,,"Il s'agit du nombre de jours calendaires pendant lesquels le patient a reçu une oxygénation extracorporelle par membrane (ECMO), également appelée assistance respiratoire extracorporelle (ECLS).",Écrivez le nombre total de jours calendaires pendant lesquels le patient a reçu l'ECLS/ECMO lors de son admission (y compris l'utilisation à tout moment pendant l'admission).,,
inter_prone_yn,Positionnement sur le ventre,"1, Oui | 0, Non | 99, Inconnu",Le positionnement sur le ventre fait référence au fait de placer le patient en position couchée sur le ventre pour faciliter la ventilation. Cela comprend à la fois les patients sous ventilation invasive/intubés et les patients non intubés ou autoventilés.,Indiquez « Oui » pour tous les patients s'ils ont été placés en position ventrale pour faciliter leur ventilation à tout moment pendant l'admission.,,
inter_isolation,Le patient a-t-il été isolé à domicile ou à l’hôpital ?,"1, Oui | 0, Non | 99, Inconnu",Il s’agit de l’isolement du patient à domicile ou à l’hôpital lors de cette admission pour agent pathogène d’intérêt.,Indiquez « Oui » si le patient était isolé à domicile ou à l’hôpital lors de cette admission pour un agent pathogène d’intérêt.,,
inter_isolation_date,Si oui : Date à laquelle la personne est entrée en isolement,,Il s'agit de la date de début d'isolement du patient à domicile ou à l'hôpital lors de cette admission pour agent pathogène d'intérêt.,Écrivez la date au format JJ/MM/AAAA.,,
inter_surg,Une intervention chirurgicale a-t-elle été réalisée en relation avec l’infection par le pathogène d’intérêt ?,"1, Oui | 0, Non | 99, Inconnu",Il s’agit de toute intervention chirurgicale réalisée en relation avec l’infection par l’agent pathogène concerné.,Indiquez « Oui » si une intervention chirurgicale a été réalisée en relation avec l’infection par l’agent pathogène d’intérêt.,,
inter_surg_type,Si oui : quelle était l'intervention chirurgicale ? (par exemple débridement de tissus infectés),,Il s’agit de toute intervention chirurgicale réalisée en relation avec l’infection par l’agent pathogène concerné.,"Si « Oui », indiquez le nom de l’intervention/procédure chirurgicale qui a été réalisée en relation avec l’infection par l’agent pathogène concerné.",,
inter_surg_date,Si oui : Date de la première intervention chirurgicale,,Il s’agit de la date de la première intervention chirurgicale réalisée en relation avec l’infection par l’agent pathogène concerné.,"Écrivez la date de la première intervention, utilisez le format JJ/MM/AAAA.",,
inter_surg2,Une deuxième intervention chirurgicale a-t-elle été réalisée en rapport avec l’infection par le pathogène d’intérêt ?,"1, Oui | 0, Non | 99, Inconnu",Il s’agit de toute intervention chirurgicale réalisée en relation avec l’infection par l’agent pathogène concerné.,Indiquez « Oui » si une deuxième intervention chirurgicale a été réalisée en relation avec l’infection par l’agent pathogène d’intérêt.,,
inter_surg2_date,Si oui : Date de la deuxième intervention,,Il s’agit de la date de la deuxième intervention chirurgicale réalisée en relation avec l’infection par l’agent pathogène d’intérêt.,"Écrivez la date de la deuxième intervention, utilisez le format JJ/MM/AAAA.",,
inter_unlisted,Autre(s) intervention(s) ou procédure(s),"1, Oui | 0, Non | 99, Inconnu","Il s’agit de toute autre intervention ou procédure thérapeutique spécifique administrée à tout moment au cours de l’admission, non caractérisée par ailleurs, et que vous jugez pertinente.",Indiquez « Oui » si d’autres interventions ou procédures ont été utilisées entre 00h00 et 24h00 le jour de l’évaluation.,,
inter_unlisted_oth,Si autre : Veuillez préciser les autres interventions ou procédures,,"Il s’agit de toute autre intervention ou procédure thérapeutique spécifique administrée à tout moment au cours de l’admission, non caractérisée par ailleurs, et que vous jugez pertinente.","Si « Oui », veuillez préciser les interventions ou procédures thérapeutiques non caractérisées par ailleurs qui, selon vous, pourraient être pertinentes.",,
crito_critcare,Des interventions en soins intensifs ont-elles été administrées lors de l’admission ?,"1, Oui | 0, Non | 99, Inconnu",Il s’agit d’une ou de plusieurs interventions ou procédures thérapeutiques en soins intensifs administrées à tout moment au cours de l’hospitalisation.,Indiquez « Oui » si des interventions de soins intensifs ont été administrées à tout moment pendant l’hospitalisation.,,
crito_icu,Si oui : admission en USI / UIT / HDU / Unité de soins intermédiaires,"1, Oui | 0, Non | 99, Inconnu","Il s'agit des unités de soins intensifs (USI), des unités de thérapie/traitement intensif (UTI), des unités de soins critiques, des unités de soins de haute dépendance (USHD) ou des unités de niveau similaire.",Indiquez « Oui » si le patient a été admis en USI (ou unité de niveau similaire) au moins une fois à tout moment pendant son hospitalisation.,,
crito_icu_date,Date de la première admission en USI / USI / HDU / Unité de soins intermédiaires,,Il s’agit de la date de la première admission en unité de soins intensifs (ou unité de niveau similaire).,Écrivez la date au format JJ/MM/AAAA.,,
crito_icu_dis,Date de la première sortie des soins intensifs,,Il s'agit de la date de la première sortie de l'unité de soins intensifs (ou d'une unité de niveau similaire).,Écrivez la date au format JJ/MM/AAAA.,,
crito_icu_dur,Durée de la première admission en USI / USI / HDU / Unité de soins intermédiaires (jours),,Il s’agit de la durée totale de la première admission en unité de soins intensifs (ou unité de niveau similaire).,Écrivez le nombre total de jours calendaires pendant lesquels le patient a été admis aux soins intensifs.,,
crito_icureadm,Le patient a-t-il été admis à l'unité de soins intensifs / unité de soins intensifs / unité de soins intensifs / unité de soins intermédiaires plus d'une fois ?,"1, Oui | 0, Non | 99, Inconnu",Désigne toute admission dans une unité de soins intensifs (ou unité de niveau similaire) à tout moment pendant l'admission du patient.,Indiquez « Oui » si le patient a été admis aux soins intensifs plus d’une fois à tout moment au cours de son hospitalisation.,,
crito_icuadminda,Date d'admission définitive en USI / USI / HDU / Unité de soins intermédiaires,,Il s’agit de la date de la première admission en unité de soins intensifs (ou unité de niveau similaire).,Saisissez la date au format JJ/MM/AAAA.,,
crito_icudur,Durée de l'admission finale en USI / UIT / HDU / Unité de soins intermédiaires (jours),,Il s'agit de la durée totale de l'admission définitive en unité de soins intensifs (ou unité de niveau similaire).,Écrivez le nombre total de jours calendaires pendant lesquels le patient a été admis aux soins intensifs.,,
crito_neuromuscu,Agents bloquants neuromusculaires,"1, Oui | 0, Non | 99, Inconnu","Il s'agit de l'utilisation de bloqueurs neuromusculaires. Parmi les exemples, on peut citer l'Atracurium, le Cisatracurium, le Nimbex, le Norcuron, le Pancuronium, le Pavulon, le Rocuronium, le Tracrium, le Vecuronium et le Zemuron.",Indiquez « Oui » si des bloqueurs neuromusculaires ont été utilisés à un moment quelconque au cours de cette admission.,,
crito_nitricoxid,Oxyde nitrique inhalé,"1, Oui | 0, Non | 99, Inconnu","Il s'agit de l'oxyde nitrique utilisé comme inhalant, généralement en cas d'insuffisance respiratoire hypoxique, entre autres utilisations.",Indiquez « Oui » si de l’oxyde nitrique inhalé a été utilisé à un moment quelconque au cours de cette admission.,,
crito_tracheosto,Trachéotomie insérée,"1, Oui | 0, Non | 99, Inconnu","Il s'agit de la formation chirurgicale d'une ouverture dans la trachée à travers le cou, ou de l'ouverture ainsi créée.",Indiquez « Oui » si une trachéotomie a été insérée sur le patient à tout moment lors de l’admission.,,
crito_rtt,Thérapie de remplacement rénal (TRR) ou dialyse,"1, Oui | 0, Non | 99, Inconnu","Il s'agit de traitements qui remplacent la fonction de filtration du sang des reins. Cela comprend la dialyse (hémodialyse ou dialyse péritonéale), l'hémofiltration et l'hémodiafiltration. La transplantation rénale peut également être considérée comme une thérapie de suppléance rénale. Elle peut être intermittente ou continue.",Indiquez « Oui » si le patient a reçu un traitement de remplacement rénal continu ou une hémodialyse intermittente à tout moment pendant l’hospitalisation.,,
crito_rtt_dur,Nombre de jours calendaires sous RRT ou durée de dialyse pendant l'admission,,Il s’agit du nombre total de jours pendant lesquels le patient a reçu une TRR ou une dialyse à tout moment au cours de cette admission.,"Inscrivez le nombre total de jours calendaires pendant lesquels le patient a reçu une TRR ou une dialyse à tout moment au cours de cette admission. Même si le patient a reçu ces soins plus d'une fois au cours d'une même journée calendaire (c'est-à-dire entre 00h00 et 24h00), cela compte pour un dans le nombre total de jours.",,
crito_inotropesv,Inotropes / vasopresseurs,"1, Oui | 0, Non | 99, Inconnu","Il s'agit de l'utilisation continue d'un vasopresseur ou d'un inotrope pendant au moins une heure. Les agents utilisés sont la noradrénaline, l'épinéphrine, la vasopressine, la terlipressine et la phényléphrine. Les inotropes « positifs » couramment utilisés sont la dobutamine, la dopamine, la milrinone et l'adrénaline (épinéphrine).",Indiquez « Oui » si le patient a reçu des inotropes / vasopresseurs pendant au moins une heure à tout moment pendant l'hospitalisation.,,
