Form,Section,Variable,Type,Question,Answer Options,Validation,Minimum,Maximum,List,Skip Logic,Body System,Definition,Completion Guideline,Standardized Term Codelist,Standardized Term Code,Metathesaurus,preset_Disease_Core,preset_Disease_Covid,preset_Disease_Dengue,preset_Disease_Degnuenew,preset_Disease_Degnuegreen,preset_Disease_Degnueyellow,preset_Disease_Mpox,preset_Disease_Nipah,preset_Disease_Nigeria_Mpox,preset_Syndrome_Generic,preset_Syndrome_Influenza-like,preset_Syndrome_Neurologic,preset_Syndrome_Gastro,preset_Score_CharlsonCI,preset_Score_4C,preset_Score_SOFA,preset_Score_qSOFA,preset_Score_CURB65,preset_Score_SMARTCOP,preset_Score_APACHEII,preset_Score_NEWS,preset_Score_MPOXSSS,preset_Score_SF94,preset_Score_HospitalRecoveryScale,preset_Score_DengueWS,preset_WHOSchema_Day0,GHDay0,COMMENTS
outcome_medication,"MEDICATION: While hospitalised were any of the following administered or prescribed on discharge? For all questions of duration, please count the number of calendar days that the patient received the treatment. For treatments that were stopped and retsarted, count those daus on which the treatment was given but don't count any calendar days on which it was not given at all.",medi_topicantibiotgent,radio,Topical antibiotic,"1, Penicillins | 2, Cephalosporins | 3, Tetracyclines | 4, Aminoglycosides | 5, Macrolides | 6, Sulfonamides and trimethoprim | 7, Quinolones | 88, Other",,,,,[medi_medtype] = '10',,Refers to the antibiotic class of topical antibiotic(s) administered during admission and/or prescribed on discharge,,,,,1,,,,,,1,1,1,,1,1,,,,,,,,,,,,,,,,
outcome_medication,"MEDICATION: While hospitalised were any of the following administered or prescribed on discharge? For all questions of duration, please count the number of calendar days that the patient received the treatment. For treatments that were stopped and retsarted, count those daus on which the treatment was given but don't count any calendar days on which it was not given at all.",medi_corticost,user_list,Corticosteroid,,,,,drugs_Steroids,[medi_medtype]='8',,,,,,,1,1,1,1,1,,,1,,1,1,1,,,,,,,,,,,,,,,,
outcome_medication,"MEDICATION: While hospitalised were any of the following administered or prescribed on discharge? For all questions of duration, please count the number of calendar days that the patient received the treatment. For treatments that were stopped and retsarted, count those daus on which the treatment was given but don't count any calendar days on which it was not given at all.",medi_corticost_route,radio,Corticosteroid route,"1, Oral | 2, IV | 3, Topical | 4, Inhaled",,,,,[medi_medtype]='8',,,,,,,1,1,1,1,1,,,1,,,1,1,,,,,,,,,,,,,,,,
outcome_medication,"MEDICATION: While hospitalised were any of the following administered or prescribed on discharge? For all questions of duration, please count the number of calendar days that the patient received the treatment. For treatments that were stopped and retsarted, count those daus on which the treatment was given but don't count any calendar days on which it was not given at all.",medi_anticoaguagent,user_list,Anticoagulation,,,,,drugs_Anticoagulant,[medi_medtype]='3',,,,,,,1,1,,,,,,1,,,1,1,,,,,,,,,,,,,,,,
outcome_medication,"MEDICATION: While hospitalised were any of the following administered or prescribed on discharge? For all questions of duration, please count the number of calendar days that the patient received the treatment. For treatments that were stopped and retsarted, count those daus on which the treatment was given but don't count any calendar days on which it was not given at all.",medi_anticoaguagent_route,radio,Anticoagulation route,"1, Oral | 2, Subcutaneous | 3, IV",,,,,[medi_medtype]='3',,,,,,,1,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,
outcome_medication,"MEDICATION: While hospitalised were any of the following administered or prescribed on discharge? For all questions of duration, please count the number of calendar days that the patient received the treatment. For treatments that were stopped and retsarted, count those daus on which the treatment was given but don't count any calendar days on which it was not given at all.",medi_antifungagent,radio,Antifungal agent,"1, Clotrimazole | 2, Econazole | 3, Miconazole | 4, Terbinafine | 5, Fluconazole | 6, Ketoconazole | 7, Nystatin | 8, Amphotericin | 88, Other",,,,,[medi_medtype]='4',,,,,,,1,1,,,,,,1,,1,1,1,,,,,,,,,,,,,,,,
outcome_medication,"MEDICATION: While hospitalised were any of the following administered or prescribed on discharge? For all questions of duration, please count the number of calendar days that the patient received the treatment. For treatments that were stopped and retsarted, count those daus on which the treatment was given but don't count any calendar days on which it was not given at all.",medi_inotropesvasopressor,radio,Inotropes/vasopressor,"1, Vasopressin | 2, Phenylephrine | 3, Epinephrine | 4, Norepinephrine | 5, Dopamine | 6, Angiotensin-II | 7, Terlipressin | 88, Other",,,,,[medi_medtype] = '9',,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
outcome_medication,"MEDICATION: While hospitalised were any of the following administered or prescribed on discharge? For all questions of duration, please count the number of calendar days that the patient received the treatment. For treatments that were stopped and retsarted, count those daus on which the treatment was given but don't count any calendar days on which it was not given at all.",medi_analgesic,radio,Analgesic agent,"1, Acetaminophen | 2, Ibuprofen  | 3, Naproxen  | 4, Diclofenac | 5, Tramadol | 88, Other",,,,,[medi_medtype]='1',,,,,,,1,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,
outcome_medication,"MEDICATION: While hospitalised were any of the following administered or prescribed on discharge? For all questions of duration, please count the number of calendar days that the patient received the treatment. For treatments that were stopped and retsarted, count those daus on which the treatment was given but don't count any calendar days on which it was not given at all.",medi_analgesi,radio,Analgesic agent,"1, Paracetamol | 2, NSAIDs | 3, Opiates | 4, Ketamine | 88, Other | 99, Unknown",,,,,[medi_medtype]='1',,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,
outcome_medication,"MEDICATION: While hospitalised were any of the following administered or prescribed on discharge? For all questions of duration, please count the number of calendar days that the patient received the treatment. For treatments that were stopped and retsarted, count those daus on which the treatment was given but don't count any calendar days on which it was not given at all.",medi_analgesic_route,radio,Analgesic agent route,"1, Oral | 2, Subcutaneous | 3, IV | 4, IM | 5, Rectal | 6, Topical | 7, Sublingual",,,,,[medi_medtype]='1',,,,,,,1,,,,,,1,,1,,1,1,,,,,,,,,,,,,,,,
outcome_medication,"MEDICATION: While hospitalised were any of the following administered or prescribed on discharge? For all questions of duration, please count the number of calendar days that the patient received the treatment. For treatments that were stopped and retsarted, count those daus on which the treatment was given but don't count any calendar days on which it was not given at all.",medi_antipruritic,radio,Antipruritic agent,"1, Hydrocortisone | 2, Calamine   | 3, Antihistamines | 4, Hydroxyzine | 88, Other",,,,,[medi_medtype]='5',,,,,,,1,,,,,,1,,1,,1,1,,,,,,,,,,,,,,,,
outcome_medication,"MEDICATION: While hospitalised were any of the following administered or prescribed on discharge? For all questions of duration, please count the number of calendar days that the patient received the treatment. For treatments that were stopped and retsarted, count those daus on which the treatment was given but don't count any calendar days on which it was not given at all.",medi_antipruritic_route,radio,Antipruritic agent route,"1, Topical | 2, Oral | 3, IV | 4, IM ",,,,,[medi_medtype]='5',,,,,,,1,,,,,,1,,1,,1,1,,,,,,,,,,,,,,,,
outcome_medication,"MEDICATION: While hospitalised were any of the following administered or prescribed on discharge? For all questions of duration, please count the number of calendar days that the patient received the treatment. For treatments that were stopped and retsarted, count those daus on which the treatment was given but don't count any calendar days on which it was not given at all.",medi_medother,text,Specify other agent,,,,,,[medi_medtype]='88',,,,,,,1,,1,1,1,,,1,1,1,1,1,,,,,,,,,,,,,,,,
outcome_medication,"MEDICATION: While hospitalised were any of the following administered or prescribed on discharge? For all questions of duration, please count the number of calendar days that the patient received the treatment. For treatments that were stopped and retsarted, count those daus on which the treatment was given but don't count any calendar days on which it was not given at all.",medi_medstartdate,date_dmy,Date agent started / first dose,,date_dmy,,today,,,,,,,,,1,1,1,1,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,,
outcome_medication,"MEDICATION: While hospitalised were any of the following administered or prescribed on discharge? For all questions of duration, please count the number of calendar days that the patient received the treatment. For treatments that were stopped and retsarted, count those daus on which the treatment was given but don't count any calendar days on which it was not given at all.",medi_medenddate,date_dmy,Date agent ended / last dose,,date_dmy,,today,,,,,,,,,1,,,1,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,
outcome_medication,"MEDICATION: While hospitalised were any of the following administered or prescribed on discharge? For all questions of duration, please count the number of calendar days that the patient received the treatment. For treatments that were stopped and retsarted, count those daus on which the treatment was given but don't count any calendar days on which it was not given at all.",medi_numdays,number,Total number of days treatment given,,number,,,,,,Includes all calendar days in which a dose was received or instructed to take on discharge prescription.,,,,,1,1,1,1,1,,1,1,1,,1,1,,,,,,,,,,,,,,,,
outcome_medication,"MEDICATION: While hospitalised were any of the following administered or prescribed on discharge? For all questions of duration, please count the number of calendar days that the patient received the treatment. For treatments that were stopped and retsarted, count those daus on which the treatment was given but don't count any calendar days on which it was not given at all.",medi_frequency,text,Frequency,,,,,,[medi_medtype]='1',,"Refers to the frequency of specified midicine administration in a 24-hour period (00:00 to 24:00 hours). Examples include 'every 4 hours', 'twice daily' etc.",,,,,1,,,,,,,1,1,,1,1,,,,,,,,,,,,,,,,
outcome_medication,"MEDICATION: While hospitalised were any of the following administered or prescribed on discharge? For all questions of duration, please count the number of calendar days that the patient received the treatment. For treatments that were stopped and retsarted, count those daus on which the treatment was given but don't count any calendar days on which it was not given at all.",medi_dose,text,Dose,,number,,,,[medi_medtype] = '2' or [medi_medtype]='6',,,Write the dose; do not include units as this is asked in the following question,,,,1,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,
outcome_medication,"MEDICATION: While hospitalised were any of the following administered or prescribed on discharge? For all questions of duration, please count the number of calendar days that the patient received the treatment. For treatments that were stopped and retsarted, count those daus on which the treatment was given but don't count any calendar days on which it was not given at all.",medi_units,number,Units,,,,,,[medi_medtype] = '2' or [medi_medtype]='6',,,,,,,1,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,
outcome_medication,"MEDICATION: While hospitalised were any of the following administered or prescribed on discharge? For all questions of duration, please count the number of calendar days that the patient received the treatment. For treatments that were stopped and retsarted, count those daus on which the treatment was given but don't count any calendar days on which it was not given at all.",medi_numdoses,number,"Total number of doses (# of times the drug was injected/ swallowed/infused/inserted/applied, inhaled) ",,number,,,,[medi_medtype] = '2' or [medi_medtype]='6',,,,,,,1,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,
outcome_medication,"MEDICATION: While hospitalised were any of the following administered or prescribed on discharge? For all questions of duration, please count the number of calendar days that the patient received the treatment. For treatments that were stopped and retsarted, count those daus on which the treatment was given but don't count any calendar days on which it was not given at all.",medi_standreg,radio,Was the standard regimen given,"1, Yes | 0, No | 99, Unknown",,,,,[medi_medtype] = '2' or [medi_medtype]='6',,,,,,,1,,,,,,1,,1,1,1,1,,,,,,,,,,,,,,,,
outcome_medication,"MEDICATION: While hospitalised were any of the following administered or prescribed on discharge? For all questions of duration, please count the number of calendar days that the patient received the treatment. For treatments that were stopped and retsarted, count those daus on which the treatment was given but don't count any calendar days on which it was not given at all.",medi_standreg_reas,text,Reason why standard regimen was not given ,,,,,,[medi_standreg]='0',,,,,,,1,,,,,,1,,1,1,1,1,,,,,,,,,,,,,,,,
outcome_medication,"MEDICATION: While hospitalised were any of the following administered or prescribed on discharge? For all questions of duration, please count the number of calendar days that the patient received the treatment. For treatments that were stopped and retsarted, count those daus on which the treatment was given but don't count any calendar days on which it was not given at all.",medi_offlab,radio,Was this an off-label or compassionate use of the medication?  ,"1, Yes | 0, No | 99, Unknown",,,,,,,,Select Yes if this medication was used for an indication that is not specified in the national regulatory licensing.,,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,
outcome_medication,"MEDICATION: While hospitalised were any of the following administered or prescribed on discharge? For all questions of duration, please count the number of calendar days that the patient received the treatment. For treatments that were stopped and retsarted, count those daus on which the treatment was given but don't count any calendar days on which it was not given at all.",medi_mpox,group,MPOX,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
outcome_medication,"MEDICATION: While hospitalised were any of the following administered or prescribed on discharge? For all questions of duration, please count the number of calendar days that the patient received the treatment. For treatments that were stopped and retsarted, count those daus on which the treatment was given but don't count any calendar days on which it was not given at all.",medi_mpox_freq,radio,Lesion cleaning frequency,"0, None | 99, Unknown | 2, Daily | 3, Twice weekly | 4, Once weekly | 88, Other",,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
outcome_medication,"MEDICATION: While hospitalised were any of the following administered or prescribed on discharge? For all questions of duration, please count the number of calendar days that the patient received the treatment. For treatments that were stopped and retsarted, count those daus on which the treatment was given but don't count any calendar days on which it was not given at all.",medi_mpox_freqoth,text,Specify lesion cleaning frequency:,,,,,,[medi_mpox_freq]='88',,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
outcome_medication,"MEDICATION: While hospitalised were any of the following administered or prescribed on discharge? For all questions of duration, please count the number of calendar days that the patient received the treatment. For treatments that were stopped and retsarted, count those daus on which the treatment was given but don't count any calendar days on which it was not given at all.",medi_mpox_lesiclean,radio,Lesion cleaning agent,"0, None | 99, Unknown | 2, Saline | 3, Antiseptic solution | 4, Honey | 88, Other",,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
outcome_medication,"MEDICATION: While hospitalised were any of the following administered or prescribed on discharge? For all questions of duration, please count the number of calendar days that the patient received the treatment. For treatments that were stopped and retsarted, count those daus on which the treatment was given but don't count any calendar days on which it was not given at all.",medi_mpox_lesicleanot,text,Specify other cleaning agent:,,,,,,[medi_mpox_lesiclean]='88',,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
outcome_medication,"MEDICATION: While hospitalised were any of the following administered or prescribed on discharge? For all questions of duration, please count the number of calendar days that the patient received the treatment. For treatments that were stopped and retsarted, count those daus on which the treatment was given but don't count any calendar days on which it was not given at all.",medi_mpox_oth,text,"Other lesion care, including use of dressings (describe)",,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
outcome,DIAGNOSIS,diagn_covid,radio,SARS-CoV-2 (COVID-19),"1, Clinically assessed positive | 2, Lab confirmed | 3, Lab negative | 4, Not tested",,,,,,,Refers to the method of identifying or excluding an infection with SARS-CoV-2 (COVID-19) during this patients admission.,,,,,1,1,,,,,,,,,1,1,,,,,,,,,,,,,,1,,
outcome,DIAGNOSIS,diagn_influenza,group,INFLUENZA,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
outcome,DIAGNOSIS,diagn_influenza_test,radio,Influenza,"1, Clinically assessed positive | 2, Lab confirmed | 3, Lab negative | 4, Not tested",,,,,,,Refers to the method of identifying or excluding an infection with the influenza virus during this patients admission.,,,,,1,1,,,,,,,,,1,1,,,,,,,,,,,,,,1,,
outcome,DIAGNOSIS,diagn_influenza_type,radio,Influenza type,"1, A-not typed | 2, A/H3N2 | 3, A/H1N1pdm09 | 4, A/H7N9 | 5, A/H5N1 | 6, B | 88, Other",,,,,[diagn_influenza_test]='2',,,,,,,1,1,,,,,,,,,1,1,,,,,,,,,,,,,,1,1,
outcome,DIAGNOSIS,diagn_influenza_other,text,Specify other influenza type,,,,,,[diagn_influenza_type]='88',,,,,,,1,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,
outcome,DIAGNOSIS,diagn_influenza_seq,radio,Sequencing done,"1, Yes | 0, No | 99, Unknown",,,,,[diagn_influenza_test]='2',,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
outcome,DIAGNOSIS,diagn_influeza_result,text,Influenza sequencing result,,,,,,[diagn_influenza_seq] = '1',,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
outcome,DIAGNOSIS,diagn_influenza_resist,radio,Oseltamivir resistance identified,"1, Yes | 0, No | 99, Unknown",,,,,[diagn_influenza_test]='2',,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
outcome,DIAGNOSIS,diagn_influenza_method,radio,Method used to identify influenza variant,"1, Genomic sequencing | 2, S-gene target failure (SGTF) testing | 3, PCR genotyping",,,,,[diagn_influenza_type] = '1' or [diagn_influenza_type]='2' or [diagn_influenza_type]='3' or [diagn_influenza_type]='4' or [diagn_influenza_type]='5' or [diagn_influenza_type]='6',,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
outcome,DIAGNOSIS,diagn_accession,text,Accession number of the sequence uploaded to public database,,,,,,[diagn_influenza_test]='2',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
outcome,DIAGNOSIS,diagn_rsv,radio,Respiratory Syncytial Virus (RSV),"1, Lab confirmed | 0, Lab negative | 2, Not tested | 99, Unknown",,,,,,,Refers to the method of identifying or excluding an infection with RSV in this admission.,,,,,1,1,,,,,,,,,1,1,,,,,,,,,,,,,,1,,
